397.32,0.0528682436,0.0117475476,0.00164861628
400.2,0.088281092,0.019488602,0.0026791798
403.09,0.143051673,0.0313502452,0.00416912964
405.97,0.222749049,0.048512679,0.00626070919
408.85,0.33184101,0.071863252,0.00909862235
411.74,0.469839544,0.1009159882,0.0125680108
414.63,0.634232161,0.134874528,0.0165787944
417.52,0.823470812,0.173540836,0.0212915532
420.4,1.01967784,0.21297526,0.026497422
423.29,1.20279041,0.248666315,0.0319005439
426.19,1.38498427,0.28341021,0.0378534708
429.08,1.57021472,0.318185564,0.044663308
431.97,1.7281626,0.346250443,0.0521328469
434.87,1.86183301,0.368340823,0.060109627
437.76,1.99455656,0.390137316,0.0683732564
440.66,2.0906541,0.404364468,0.0764659624
443.56,2.12468172,0.405596888,0.0841984776
446.45,2.1416679,0.40305573,0.092593772
449.35,2.1373549,0.39628112,0.101843735
452.25,2.0595485,0.375567875,0.1107255
455.16,1.9403902,0.346647256,0.120132724
458.06,1.83354274,0.318947908,0.131979684
460.96,1.73666208,0.292732832,0.146586632
463.87,1.63082633,0.265323643,0.163368073
466.77,1.49447985,0.232712747,0.180717351
469.68,1.329552,0.195593472,0.198072492
472.59,1.15383901,0.157946756,0.21575964
475.5,0.98256645,0.12251455,0.23465835
478.41,0.827133293,0.0910252017,0.255716877
481.32,0.695183604,0.0647679388,0.27922146
484.23,0.582801635,0.0433676873,0.304312637
487.14,0.48183535,0.026237715,0.32908042
490.06,0.396324024,0.0138163776,0.35604305
492.97,0.329774333,0.00610835419,0.389332691
495.89,0.274646773,0.00305761567,0.425975468
498.8,0.22631056,0.0043153922,0.46249104
501.72,0.182793804,0.00821202448,0.501528972
504.64,0.14398086,0.0146422032,0.543794448
507.56,0.11063094,0.0250194148,0.587745088
510.48,0.0850000852,0.04091361,0.63209488
513.4,0.0665352,0.062330224,0.67642918
516.33,0.0520895883,0.0865946872,0.722384162
519.25,0.0404461025,0.112864925,0.767894725
522.18,0.0312715144,0.143140412,0.806943266
525.1,0.024103052,0.17689602,0.83861875
528.03,0.0184438114,0.213061331,0.866184597
530.96,0.014108122,0.250268568,0.890704512
533.89,0.0108067229,0.288981165,0.914075311
536.82,0.00823274214,0.332437384,0.939656534
539.75,0.00623535125,0.3800679,0.96459055
542.68,0.004713639,0.427461968,0.981864236
545.62,0.00355479492,0.472507422,0.989319178
548.55,0.002678199,0.5154715,0.990023285
551.49,0.0020118168,0.561605925,0.993312139
554.43,0.00150990913,0.612850689,0.999086318
557.36,0.00113536712,0.665501872,0.998737348
560.3,8.54E-04,0.71766877,0.99393621
563.24,6.42E-04,0.769739216,0.988897212
566.18,4.83E-04,0.823448536,0.981067598
569.12,3.64E-04,0.877610272,0.968585004
572.07,2.74E-04,0.928468036,0.951752023
575.01,2.07E-04,0.972258333,0.928550958
577.96,1.57E-04,1.008430988,0.898061848
580.9,1.19E-04,1.0473104,0.8696664
583.85,9.10E-05,1.09153945,0.84641897
586.8,6.95E-05,1.1256156,0.82063378
589.75,5.33E-05,1.1459375,0.78975365
592.7,4.10E-05,1.1574734,0.75551087
595.65,3.17E-05,1.16009545,0.719012885
598.6,2.45E-05,1.1536526,0.68110082
601.55,1.91E-05,1.140232,0.642713545
604.51,1.49E-05,1.11837899,0.603611634
607.46,1.17E-05,1.08504026,0.563349408
610.42,9.22E-06,1.04179062,0.5224525
613.38,7.30E-06,0.991621884,0.482018674
616.34,0,0.93571152,0.442215186
619.3,0,0.87685604,0.40382935
622.26,0,0.8182118,0.367831682
625.22,0,0.755295102,0.332512296
628.18,0,0.685181758,0.296636366
631.15,0,0.614418715,0.262184105
634.11,0,0.548088186,0.23079766
637.08,0,0.48674992,0.202461648
640.04,0,0.431623256,0.177376376
643.01,0,0.381822575,0.155027532
645.98,0,0.333816542,0.134298578
648.95,0,0.28713647,0.11485221
651.92,0,0.244510348,0.0972982656
654.89,0,0.20697092,0.0819165641
657.87,0,0.174354329,0.0686425804
660.84,0,0.146345928,0.0573332152
663.81,0,0.122279097,0.0477009318
666.79,0,0.101631274,0.0395183623
669.77,0,0.0840749137,0.0326147335
672.75,0,0.0692214125,0.0268002375
675.73,0,0.0567018946,0.0219173737
678.71,0,0.0462100179,0.0178386845
681.69,0,0.0374918944,0.0144580414
684.67,0,0.0302300728,0.0116481138
687.65,0,0.0241802095,0.0093115428
690.64,0,0.0193362328,0.00744275172
693.62,0,0.0155819008,0.00599535308
696.61,0,0.0125623183,0.00483261266
699.6,0,0.0101121088,0.003889958
702.58,0,0.00814155034,0.00313188814
705.57,0,0.00652987949,0.00251197716
708.57,0,0.00520686546,0.00200333429
711.56,0,0.00414620704,0.00159578436
714.55,0,0.00330620485,0.0012730774
717.54,0,0.00264660556,0.001019561856
720.54,0,0.00212064004,8.17E-04
723.53,0,0.00169990216,6.56E-04
726.53,0,0.00136469777,5.27E-04
729.53,0,0.00109874156,4.24E-04
732.53,0,8.85E-04,3.42E-04
735.53,0,7.12E-04,2.75E-04
738.53,0,5.73E-04,2.22E-04
741.53,0,4.63E-04,1.79E-04
744.53,0,3.76E-04,1.46E-04
747.54,0,3.04E-04,1.18E-04
750.54,0,2.46E-04,9.57E-05
753.55,0,2.00E-04,7.78E-05
756.56,0,1.63E-04,6.34E-05
759.56,0,1.33E-04,5.17E-05
762.57,0,1.08E-04,4.22E-05
765.58,0,8.83E-05,3.45E-05
768.6,0,7.22E-05,2.82E-05
771.61,0,5.91E-05,2.31E-05
774.62,0,4.83E-05,1.89E-05
777.64,0,3.97E-05,1.56E-05
